docid,verb1,verb2,eiid1,eiid2,relation,context
nyt_20130321_women_senate,marched,told,6,7,BEFORE,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,told,begun,7,8,AFTER,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,begun,stuck,8,9,BEFORE,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,begun,said,8,10,BEFORE,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,stuck,said,9,10,BEFORE,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,became,sworn,11,12,EQUAL,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,became,morphed,11,1000012,BEFORE,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,sworn,morphed,12,1000012,BEFORE,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,dispenses,dominated,14,15,AFTER,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,dispenses,charged,14,16,BEFORE,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,dispenses,shaping,14,17,BEFORE,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
nyt_20130321_women_senate,dominated,charged,15,16,BEFORE,"An hour before her colleagues gathered for their first vote of a new Congress, Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home. As Ms. Ayotte, a freshman Republican from New Hampshire, sat down at the wooden desk where generations of lawmakers from her state had cast their votes, a doorman marched toward her with purpose.

The desks, he sternly told her, were for senators only.

Ms. Ayotte's induction that January day in 2011 into the most rarefied ranks of the nation's political class, female senators, had begun. ""The desk thing really stuck with me,"" Ms. Ayotte said. ""There still just aren't that many of us.""

In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber. But with 20 female senators now in office, an all-time high, women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation.

A record nine women now lead committees, including some of the most powerful ones. For the first time there is a woman - Senator Barbara A. Mikulski, a Maryland Democrat - in charge of the Senate Appropriations Committee, which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men. Senator Patty Murray, a Washington Democrat, is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill.

One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow, a Michigan Democrat who presides over the agriculture committee. Senator Barbara Boxer, the California Democrat who is chairwoman of the Environment and Public Works Committee, shepherded the highway bill.

""We are growing in number,"" said Senator Amy Klobuchar, Democrat of Minnesota. ""But more importantly, we are growing in our power. When I first started just six years ago, it was unusual to have a woman managing a bill.""

Just as important, even male senators say, is the potential the women hold for changing the tenor of the Senate and pushing for compromise in the highly partisan atmosphere on Capitol Hill.

""I don't want to generalize, because this isn't true of all of them, but they tend to be interested in finding common ground,"" said Senator Rob Portman, Republican of Ohio. ""So I think it's going to have, and is having, a positive impact on the Senate.""

While partisan division is the central characteristic of the modern Congress, women have begun to crack away at the gridlock by forming coalitions that have surprised leaders of both parties. Senator Kirsten E. Gillibrand, Democrat of New York, and Senator Susan Collins, Republican of Maine, led the repeal in the Senate of ""don't ask, don't tell"" in 2010, allowing gay men and women to serve openly in the military.

This year, all four of the female Senate Republicans split with their party and voted with Senate Democrats to reauthorize the Violence Against Women Act, which had lapsed during the last Congress."
